"id","pregunta","respuesta"
"14","¿Qué diferencia de propósito hay entre la Torre del Homenaje y la Torre de las Damas?","La Torre del Homenaje, de Muhammad I en la Alcazaba, era defensiva con vivienda en su último piso. La Torre de las Damas, del Partal de Muhammad III, albergaba el salón principal palatino abierto a la alberca."
"15","¿Qué tienen en común el lema tomado en Alarcos y las casidas del Diwan al-Insa como usos de la palabra?","Ambos son textos con función simbólica al servicio del poder. El lema que Muhammad I tomó de Alarcos en 1195 proclamaba la legitimidad de la dinastía, y las casidas del Diwan al-Insa glorificaban al sultán."
"16","¿Por qué la Mezquita Mayor no se entiende sin la Acequia Real?","La ciudad palatina que Muhammad III consolidó, con mezquita, baños y viviendas, necesitaba abastecimiento de agua. Ese agua la había traído décadas antes la Acequia Real de Muhammad I desde el Darro."
"17","¿Qué relación hay entre el barrio artesanal del Secano y el Barrio Castrense?","El Barrio Castrense, dentro de la Alcazaba de Muhammad I, alojaba a la guarnición militar. El Secano, del tiempo de Muhammad III, era el barrio de artesanos con hornos de cerámica y curtiduría. Son las poblaciones militar y civil del recinto."
"18","¿Cómo evolucionó el uso de la qubba desde la Alcazaba hasta los palacios del siglo XIII?","En la Alcazaba de Muhammad I predomina la torre puramente defensiva. En el siglo XIII la qubba, salón con cúpula, se integra en torres como las del Cuarto Real y Abencerrajes, sumando función palatina a la militar."
"19","¿Qué diferencia el programa poético del Partal del de la Alcazaba?","La Alcazaba, de función militar, apenas tiene inscripciones más allá del lema nazarí. El Partal de Muhammad III ya conserva casidas de Ibn al-Yayyab, poeta áulico, reflejando el paso de fortaleza a corte."
"20","¿Qué papel tuvo Ibn al-Yayyab en relación con el Diwan al-Insa?","Ibn al-Yayyab, poeta áulico de Muhammad III, compuso las casidas conservadas en el Partal. Encarna la tradición poética cortesana que había institucionalizado el Diwan al-Insa creado por Muhammad II."
"21","¿Cuántos años separan aproximadamente la fundación de la Alhambra de la construcción del Partal?","Muhammad I fundó la Alhambra en 1238 y Muhammad III construyó el Partal entre 1302 y 1309, es decir, entre unos sesenta y cinco y setenta años después."
"22","¿Qué relación de parentesco une a los tres sultanes que intervienen entre la fortaleza y el Partal?","Son tres generaciones directas: Muhammad I, el fundador; su hijo Muhammad II; y el sucesor Muhammad III. De abuelo a nieto se pasa de la fortaleza a la ciudad palatina."
"23","¿Qué evidencia muestra que el siglo XIII fue más de infraestructura que de decoración monumental?","Muhammad I levantó murallas, torres y la Acequia Real, y sus sucesores añadieron los primeros palacios y la mezquita. La gran decoración monumental, como Comares y los Leones, pertenece ya al siglo XIV."
"24","¿Qué conecta la almunia del Generalife con la política hidráulica de Muhammad I?","El Generalife, almunia de recreo en el Cerro del Sol, dependía del agua que llegaba por la Acequia Real. Ese canal, obra de Muhammad I, atravesaba precisamente el Cerro del Sol."
"25","¿Qué relación hay entre la muerte de Muhammad II y el impulso constructor de Muhammad III?","A la muerte de Muhammad II en 1302, Muhammad III accedió al trono y en poco tiempo construyó la Mezquita Mayor en 1303, el Partal y la Calle Real, acelerando la conversión del recinto en ciudad."
"26","¿Por qué se dice que la construcción de la Mezquita Mayor marca un antes y un después?","Porque su construcción en 1303 indicó que la colina de la Sabika dejaba de ser un emplazamiento castrense militar para convertirse en una ciudad con corte, culto y administración central."
"27","¿Qué función compartían la Rawda y la Mezquita Mayor en la idea de ciudad?","Ambas dotaban al recinto de instituciones propias de una ciudad más allá de lo militar: la Rawda de Muhammad II como cementerio regio y la Mezquita Mayor de Muhammad III como lugar de culto principal."
"28","¿Qué distingue a la almunia del Generalife de un palacio interior como el Partal?","El Generalife es una residencia campestre extramuros con huertas y corrales, dedicada al recreo. El Partal es un palacio interior de representación, con pórtico y alberca. Uno es retiro rural y el otro corte urbana."
"29","¿Qué relación tiene la Calle Real Alta con los edificios de Muhammad III?","La Calle Real Alta, establecida por Muhammad III, era el eje urbano que conectaba la Puerta del Vino, la Mezquita Mayor, la Rawda y el barrio artesanal del Secano dentro del recinto."
"30","¿Qué tienen en común las pinturas del Partal y las casidas del Diwan al-Insa como expresión cortesana?","Ambas son arte áulico al servicio de la imagen del sultán. Las pinturas del Partal muestran caza, música y vida de corte, y las casidas del Diwan al-Insa glorifican el poder y las festividades del soberano."
"31","¿Cómo se refleja en la arquitectura el paso de una dinastía guerrera a una corte culta?","Se pasa de las torres macizas y defensivas de la Alcazaba de Muhammad I a los salones con qubba, las albercas y las pinturas del siglo XIII. La piedra defensiva deja paso al espacio de representación."
"32","¿Qué papel jugó el agua como hilo conductor entre el siglo XIII militar y el palatino?","El agua de la Acequia Real de Muhammad I pasó de abastecer a la guarnición de la Alcazaba a alimentar las albercas del Partal Alto y del Partal, uniendo la función utilitaria con la estética."
"33","¿Qué relación hay entre la Puerta del Vino de Muhammad III y las intervenciones posteriores de Muhammad V?","Muhammad III construyó la Puerta del Vino, y Muhammad V la remozó después añadiendo paneles cerámicos de cuerda seca y el comienzo de la azora de la Victoria, mostrando la reelaboración continua del recinto."
"34","¿Qué diferencia el doble baño del Palacio de Abencerrajes de un baño de la Alcazaba?","El baño de la Alcazaba de Muhammad I era utilitario, para la guarnición. Abencerrajes tenía doble baño, uno del siglo XIII y otro del XIV, de uso cortesano, reflejo de la vida palatina."
"35","¿Qué evidencia hay de que el Partal Alto precede al Palacio del Partal?","El Partal Alto lo erigió Muhammad II, que reinó entre 1273 y 1302, y el Partal lo construyó Muhammad III entre 1302 y 1309. El segundo retoma el esquema de salón, pórtico y alberca del primero a mayor escala."
"36","¿Cómo enlaza la afición literaria de Muhammad II con la epigrafía posterior de la Alhambra?","La tertulia literaria y el Diwan al-Insa de Muhammad II formaron el cuerpo de poetas cortesanos cuyas composiciones acabaron grabadas en los muros de los palacios del siglo XIV."
"37","¿Cómo ilustran el Cuarto Real de Santo Domingo y el Partal Alto la política constructora de Muhammad II?","Ambos son obra de Muhammad II y muestran su interés por los espacios de representación, como la qubba y el eje de salón, pórtico y alberca, más allá de lo puramente defensivo que caracterizó a su padre."
"38","¿Qué conexión hay entre la caída del reino zirí y la llegada de los nazaríes a la Sabika?","Tras el zirí Abd Allah, destronado por los almorávides hacia 1090, y el posterior dominio almohade, la fortaleza de la Sabika llega deteriorada a 1238, cuando Muhammad I la refunda como sede nazarí."
"39","¿Qué relación hay entre el vasallaje a Fernando III y la posibilidad de construir la Alhambra?","El vasallaje de Muhammad I a Fernando III, y su colaboración en la toma de Sevilla en 1248, dieron una paz relativa que permitió a él y a sus sucesores dedicar recursos a construir el conjunto."
"40","¿Qué papel del Cerro del Sol conecta la Acequia Real con el Generalife?","La Acequia Real de Muhammad I atraviesa el Cerro del Sol, y en ese mismo cerro se levantó más tarde el Generalife, que se abastecía precisamente de ese canal."
"41","¿Qué diferencia funcional hay entre la Alcazaba Qadima y la nueva fortaleza de la Sabika?","La Alcazaba Qadima era el antiguo palacio zirí del Albaicín donde Muhammad I se instaló al llegar a Granada. La fortaleza de la Sabika fue la nueva sede que construyó desde los cimientos para marcar una ruptura con el pasado."
"42","¿Qué relación hay entre el barrio artesanal del Secano y la idea de ciudad de Muhammad III?","El Secano aportaba la base productiva con hornos, curtiduría y viviendas. Junto con la Calle Real y la Mezquita Mayor, permitió a Muhammad III dotar al recinto de las funciones propias de una ciudad."
"43","¿Qué comparten la Torre del Homenaje y las torres con qubba del siglo XIII en su concepción?","Ambas integran un espacio habitable dentro de una torre. La Torre del Homenaje añade una vivienda en lo alto, y las torres del siglo XIII, como las de Abencerrajes y el Cuarto Real, encierran una qubba palatina."
"44","¿Cómo se relaciona el lema Wa-la galiba illa Allah con el programa simbólico posterior de la Alhambra?","El lema que Muhammad I tomó de la batalla de Alarcos se convirtió en el eje del programa epigráfico repetido en los muros de los palacios del siglo XIV, creando continuidad entre la fortaleza y la corte."
"45","¿Qué muestra la construcción de la Rawda sobre la consolidación de la dinastía nazarí?","Establecer un cementerio regio propio, la Rawda de Muhammad II, implica que la dinastía se sabía asentada y necesitaba sus propias instituciones de continuidad y legitimidad."
"46","¿Qué relación hay entre las pinturas murales del Partal y la datación del palacio?","Las pinturas del Partal se realizaron en la primera mitad del siglo XIV, en coherencia con el palacio que Muhammad III construyó entre 1302 y 1309. Fueron descubiertas en 1907 bajo los enlucidos."
"47","¿En qué se diferencia la función del agua en la Alcazaba y en el Partal?","En la Alcazaba el agua del aljibe servía para abastecer a la guarnición. En el Partal la gran alberca de 25 por 13,60 metros funciona como espejo y elemento estético que refleja el pórtico y la torre."
"48","¿Qué evidencia aporta la coexistencia de dos baños de distintos siglos en Abencerrajes?","El Palacio de Abencerrajes tenía un baño del siglo XIII y otro del XIV, lo que muestra la continuidad de uso y la ampliación del palacio a lo largo de dos siglos."
"49","¿Cómo enlazan Madinat al-Zahra y la Alhambra como ciudades palatinas?","Madinat al-Zahra, construida por Abd al-Rahman III en el siglo X junto a Córdoba, es el antecedente de ciudad áulica separada de la capital que la Alhambra retoma al desarrollarse extramuros de Granada."
"50","¿Qué síntesis del siglo XIII permite entender la Alhambra del siglo XIV?","El siglo XIII aportó la ubicación, las murallas, las torres y el agua con Muhammad I, y las primeras instituciones y palacios con Muhammad II y III, como el Diwan al-Insa, la Rawda, el Partal y la mezquita. Sobre esa base el siglo XIV levantó Comares y los Leones."
